framework,waf_type,recommended_tool,recommended_wordlist,recommended_extensions,recommended_threads,recommended_delay_ms
Spring_Boot,Sucuri,feroxbuster,common.txt,none,48,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,12,749
Express,Sucuri,feroxbuster,common.txt,.html,30,0
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,47,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,14,899
Unknown,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,39,0
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,28,0
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",13,596
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,12,629
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,13,457
Django,Cloudflare,ffuf,api-endpoints.txt,.json,5,593
React,None,feroxbuster,directory-list-2.3-medium.txt,.php,46,0
Express,None,gobuster,common.txt,.html,42,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,14,753
Unknown,Imperva,ffuf,common.txt,.html,6,680
Laravel,None,gobuster,api-endpoints.txt,.json,20,0
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",41,0
Vue,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",34,0
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,26,0
Laravel,None,feroxbuster,api-endpoints.txt,.json,28,0
React,ModSecurity,gobuster,directory-list-2.3-medium.txt,none,50,0
ASP.NET,None,feroxbuster,directory-list-2.3-medium.txt,.html,33,0
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",10,617
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,41,0
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,39,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,33,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,5,336
Spring_Boot,None,feroxbuster,directory-list-2.3-medium.txt,.php,38,0
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,29,0
Spring_Boot,Imperva,ffuf,common.txt,.php,11,973
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",50,0
Express,None,gobuster,common.txt,".bak,.old,.swp",26,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,21,0
Django,None,gobuster,api-endpoints.txt,.json,20,0
ASP.NET,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",44,0
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,32,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,12,587
React,ModSecurity,feroxbuster,common.txt,none,38,0
React,Cloudflare,ffuf,common.txt,".bak,.old,.swp",8,838
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,10,378
React,F5_BIG_IP,gobuster,common.txt,none,41,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,12,769
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",9,909
Django,None,feroxbuster,api-endpoints.txt,.json,20,0
Express,ModSecurity,gobuster,common.txt,.php,29,0
ASP.NET,None,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",29,0
Spring_Boot,None,gobuster,common.txt,".bak,.old,.swp",27,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,5,246
Vue,Sucuri,gobuster,common.txt,".bak,.old,.swp",28,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,5,864
Express,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",43,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,35,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,10,639
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,13,962
React,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",10,764
Vue,Sucuri,feroxbuster,common.txt,.php,25,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,26,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,9,583
Express,AWS_WAF,ffuf,common.txt,.php,7,857
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",7,373
Unknown,AWS_WAF,ffuf,common.txt,none,10,369
Vue,None,gobuster,common.txt,.html,29,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,29,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,25,0
React,Cloudflare,ffuf,common.txt,none,8,878
Node.js,None,gobuster,api-endpoints.txt,.json,30,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,26,0
Express,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",41,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,11,788
React,Sucuri,feroxbuster,common.txt,".bak,.old,.swp",21,0
Express,None,feroxbuster,common.txt,.php,20,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,13,223
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,10,825
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,13,321
Unknown,Cloudflare,ffuf,common.txt,.php,8,641
ASP.NET,None,gobuster,common.txt,none,26,0
React,None,gobuster,common.txt,none,40,0
Express,F5_BIG_IP,feroxbuster,common.txt,.php,39,0
React,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,25,0
ASP.NET,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",34,0
ASP.NET,None,gobuster,common.txt,none,26,0
Spring_Boot,ModSecurity,feroxbuster,common.txt,.php,48,0
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,.html,10,652
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,15,951
Spring_Boot,AWS_WAF,ffuf,common.txt,.php,15,561
Express,None,gobuster,common.txt,.html,24,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,38,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,10,872
Express,Imperva,ffuf,common.txt,.php,5,831
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,14,865
Express,Imperva,ffuf,common.txt,".bak,.old,.swp",9,811
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.php,10,823
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,28,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,15,664
Spring_Boot,None,feroxbuster,directory-list-2.3-medium.txt,none,43,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,6,596
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,41,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,40,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,32,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,28,0
ASP.NET,ModSecurity,gobuster,common.txt,none,41,0
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,none,14,909
Vue,None,feroxbuster,directory-list-2.3-medium.txt,none,28,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,43,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,13,414
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",50,0
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,29,0
Vue,None,gobuster,common.txt,.php,22,0
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,34,0
Spring_Boot,Sucuri,feroxbuster,common.txt,.php,39,0
React,Imperva,ffuf,common.txt,none,10,221
Unknown,None,feroxbuster,directory-list-2.3-medium.txt,none,44,0
Vue,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",40,0
React,None,feroxbuster,common.txt,.html,26,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,25,0
Express,F5_BIG_IP,gobuster,common.txt,.html,25,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,34,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",15,839
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,.php,23,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,5,384
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,32,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,7,469
Spring_Boot,AWS_WAF,ffuf,common.txt,.html,13,549
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",10,329
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,13,418
ASP.NET,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",11,355
Express,Imperva,ffuf,common.txt,none,9,272
Vue,Imperva,ffuf,common.txt,.php,6,892
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,14,278
Node.js,None,gobuster,api-endpoints.txt,.json,28,0
Unknown,AWS_WAF,ffuf,common.txt,none,10,573
Django,Sucuri,gobuster,api-endpoints.txt,.json,22,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.html,6,663
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",32,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,7,724
Vue,Cloudflare,ffuf,common.txt,none,13,788
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,.php,29,0
Laravel,Sucuri,feroxbuster,api-endpoints.txt,.json,50,0
ASP.NET,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",41,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,15,546
React,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",22,0
Express,None,feroxbuster,common.txt,none,40,0
Spring_Boot,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",34,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,9,391
ASP.NET,ModSecurity,gobuster,common.txt,".bak,.old,.swp",33,0
Django,Imperva,ffuf,api-endpoints.txt,.json,5,966
Laravel,Imperva,ffuf,api-endpoints.txt,.json,6,243
ASP.NET,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,35,0
ASP.NET,None,feroxbuster,common.txt,.html,34,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,14,234
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",9,203
Express,Cloudflare,ffuf,common.txt,none,13,709
ASP.NET,Cloudflare,ffuf,common.txt,none,13,269
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,12,202
Django,Sucuri,gobuster,api-endpoints.txt,.json,22,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,33,0
React,ModSecurity,gobuster,common.txt,".bak,.old,.swp",23,0
Spring_Boot,None,feroxbuster,directory-list-2.3-medium.txt,.html,26,0
Unknown,AWS_WAF,ffuf,common.txt,.php,5,811
Vue,AWS_WAF,ffuf,common.txt,none,13,227
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,15,667
ASP.NET,None,feroxbuster,common.txt,.html,24,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,32,0
Spring_Boot,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,50,0
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,29,0
Unknown,Sucuri,gobuster,common.txt,.html,25,0
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,14,427
Express,Imperva,ffuf,common.txt,.php,9,543
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,none,35,0
Vue,F5_BIG_IP,feroxbuster,common.txt,.php,23,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,23,0
ASP.NET,Imperva,ffuf,common.txt,.php,11,311
Spring_Boot,ModSecurity,feroxbuster,common.txt,".bak,.old,.swp",30,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,5,594
Unknown,Sucuri,gobuster,common.txt,none,26,0
Django,None,gobuster,api-endpoints.txt,.json,29,0
Django,Imperva,ffuf,api-endpoints.txt,.json,14,324
Spring_Boot,None,gobuster,common.txt,".bak,.old,.swp",32,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,9,793
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,46,0
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,30,0
React,Cloudflare,ffuf,common.txt,".bak,.old,.swp",10,797
React,Imperva,ffuf,directory-list-2.3-medium.txt,none,11,565
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,7,989
Django,None,gobuster,api-endpoints.txt,.json,25,0
ASP.NET,Sucuri,gobuster,common.txt,none,47,0
Vue,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,42,0
React,Imperva,ffuf,common.txt,none,14,565
Vue,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,39,0
Express,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",33,0
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,.html,47,0
ASP.NET,Sucuri,gobuster,directory-list-2.3-medium.txt,.php,44,0
Node.js,None,gobuster,api-endpoints.txt,.json,38,0
ASP.NET,AWS_WAF,ffuf,common.txt,.php,12,621
WordPress,None,gobuster,cms-wordpress.txt,.php,23,0
Laravel,Sucuri,feroxbuster,api-endpoints.txt,.json,23,0
Express,None,feroxbuster,common.txt,.php,30,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,28,0
Unknown,Imperva,ffuf,common.txt,none,5,482
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,46,0
React,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",44,0
React,Cloudflare,ffuf,common.txt,".bak,.old,.swp",13,334
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,15,499
Unknown,Imperva,ffuf,common.txt,.html,7,939
ASP.NET,None,gobuster,common.txt,".bak,.old,.swp",37,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,14,385
ASP.NET,ModSecurity,feroxbuster,common.txt,".bak,.old,.swp",39,0
Express,None,feroxbuster,common.txt,none,24,0
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,30,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,11,522
Node.js,None,gobuster,api-endpoints.txt,.json,24,0
Vue,Cloudflare,ffuf,common.txt,none,8,718
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,11,913
Unknown,None,feroxbuster,common.txt,.html,26,0
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,30,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,11,873
Django,ModSecurity,gobuster,api-endpoints.txt,.json,27,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,30,0
Django,None,feroxbuster,api-endpoints.txt,.json,42,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,34,0
Django,None,feroxbuster,api-endpoints.txt,.json,38,0
Unknown,ModSecurity,gobuster,common.txt,.php,25,0
Spring_Boot,ModSecurity,feroxbuster,common.txt,".bak,.old,.swp",47,0
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,44,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,6,254
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,23,0
Unknown,None,feroxbuster,common.txt,".bak,.old,.swp",25,0
Django,Imperva,ffuf,api-endpoints.txt,.json,11,525
ASP.NET,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",26,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,38,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,29,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,5,231
Unknown,ModSecurity,gobuster,common.txt,.php,33,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,15,412
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.html,13,280
ASP.NET,F5_BIG_IP,gobuster,common.txt,.html,26,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,41,0
ASP.NET,F5_BIG_IP,gobuster,common.txt,.html,30,0
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,42,0
Express,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",25,0
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,48,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,28,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,13,627
React,Imperva,ffuf,common.txt,".bak,.old,.swp",6,579
Vue,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",32,0
Unknown,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,39,0
Vue,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,35,0
ASP.NET,None,gobuster,common.txt,.html,26,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,13,816
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,14,455
React,ModSecurity,feroxbuster,common.txt,.php,38,0
Express,None,gobuster,directory-list-2.3-medium.txt,.php,45,0
ASP.NET,Imperva,ffuf,common.txt,".bak,.old,.swp",7,511
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,28,0
Django,Imperva,ffuf,api-endpoints.txt,.json,13,507
React,Cloudflare,ffuf,common.txt,.html,11,825
React,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,40,0
Spring_Boot,ModSecurity,feroxbuster,common.txt,none,32,0
React,F5_BIG_IP,feroxbuster,common.txt,.php,31,0
React,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,42,0
ASP.NET,Sucuri,feroxbuster,common.txt,.php,25,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,6,665
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,.php,7,545
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.html,8,945
Express,AWS_WAF,ffuf,common.txt,.php,15,481
Express,Sucuri,feroxbuster,common.txt,.html,47,0
React,Sucuri,feroxbuster,common.txt,".bak,.old,.swp",33,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,10,240
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",5,578
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,12,432
Django,None,feroxbuster,api-endpoints.txt,.json,25,0
Express,Sucuri,gobuster,common.txt,.html,26,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,30,0
Node.js,None,gobuster,api-endpoints.txt,.json,21,0
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,.php,45,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,11,475
Express,Imperva,ffuf,common.txt,.php,7,642
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,31,0
Vue,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",42,0
React,Sucuri,feroxbuster,common.txt,none,29,0
ASP.NET,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,31,0
ASP.NET,None,feroxbuster,common.txt,.php,27,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,9,470
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,7,877
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,49,0
Spring_Boot,Imperva,ffuf,common.txt,.php,12,997
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,42,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,15,937
Express,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.php,50,0
Spring_Boot,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,48,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,8,431
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,42,0
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,29,0
Express,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",41,0
React,Cloudflare,ffuf,common.txt,".bak,.old,.swp",6,784
Unknown,AWS_WAF,ffuf,common.txt,.php,9,975
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,26,0
React,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",8,545
ASP.NET,None,gobuster,common.txt,none,47,0
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.php,13,921
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",9,626
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,32,0
Spring_Boot,Sucuri,feroxbuster,common.txt,.php,28,0
ASP.NET,Cloudflare,ffuf,common.txt,".bak,.old,.swp",13,846
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,37,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,11,771
React,Imperva,ffuf,directory-list-2.3-medium.txt,.php,15,671
Unknown,Sucuri,feroxbuster,common.txt,.html,49,0
Vue,ModSecurity,feroxbuster,common.txt,.html,41,0
Vue,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",41,0
Django,None,feroxbuster,api-endpoints.txt,.json,44,0
Django,None,gobuster,api-endpoints.txt,.json,33,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,10,802
ASP.NET,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",47,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.html,6,762
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,9,597
Django,ModSecurity,gobuster,api-endpoints.txt,.json,39,0
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,37,0
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,14,281
Unknown,AWS_WAF,ffuf,common.txt,.html,10,791
Unknown,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,21,0
Vue,AWS_WAF,ffuf,common.txt,.php,13,272
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,41,0
Spring_Boot,ModSecurity,gobuster,common.txt,.php,43,0
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,23,0
React,Imperva,ffuf,directory-list-2.3-medium.txt,.html,6,343
Django,Imperva,ffuf,api-endpoints.txt,.json,6,414
ASP.NET,Imperva,ffuf,common.txt,.php,14,339
Vue,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",22,0
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,13,959
Unknown,Imperva,ffuf,common.txt,.html,10,474
Vue,Sucuri,gobuster,directory-list-2.3-medium.txt,none,25,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",5,774
Express,Cloudflare,ffuf,common.txt,.php,14,239
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,.html,14,919
React,Imperva,ffuf,common.txt,.html,12,673
Express,None,feroxbuster,directory-list-2.3-medium.txt,none,25,0
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",21,0
ASP.NET,AWS_WAF,ffuf,common.txt,.html,8,958
Django,Cloudflare,ffuf,api-endpoints.txt,.json,12,689
Unknown,AWS_WAF,ffuf,common.txt,none,7,241
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,8,376
Laravel,Imperva,ffuf,api-endpoints.txt,.json,14,931
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,15,573
Express,ModSecurity,feroxbuster,common.txt,none,40,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,21,0
ASP.NET,F5_BIG_IP,gobuster,common.txt,.php,35,0
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",10,649
Vue,None,gobuster,common.txt,".bak,.old,.swp",24,0
React,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",37,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,40,0
Spring_Boot,F5_BIG_IP,gobuster,common.txt,none,38,0
Spring_Boot,None,feroxbuster,common.txt,.php,47,0
ASP.NET,None,gobuster,common.txt,.html,42,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,36,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,32,0
React,None,gobuster,directory-list-2.3-medium.txt,none,44,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,15,633
Django,Sucuri,gobuster,api-endpoints.txt,.json,25,0
Django,None,gobuster,api-endpoints.txt,.json,22,0
Django,None,feroxbuster,api-endpoints.txt,.json,33,0
Spring_Boot,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",34,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,12,820
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,35,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,32,0
ASP.NET,Sucuri,feroxbuster,common.txt,".bak,.old,.swp",35,0
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,28,0
Vue,Cloudflare,ffuf,common.txt,".bak,.old,.swp",8,817
Vue,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,41,0
Spring_Boot,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,38,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,12,943
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,11,581
Spring_Boot,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",8,643
Vue,AWS_WAF,ffuf,common.txt,.html,6,656
Node.js,Imperva,ffuf,api-endpoints.txt,.json,6,980
React,Cloudflare,ffuf,common.txt,.html,6,477
WordPress,None,feroxbuster,cms-wordpress.txt,.php,27,0
Spring_Boot,Sucuri,gobuster,common.txt,.html,39,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,50,0
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,5,595
Unknown,Imperva,ffuf,common.txt,".bak,.old,.swp",8,206
Laravel,None,gobuster,api-endpoints.txt,.json,29,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,44,0
Express,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",30,0
Spring_Boot,Cloudflare,ffuf,common.txt,.html,6,342
Node.js,Imperva,ffuf,api-endpoints.txt,.json,15,594
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,8,303
Unknown,Cloudflare,ffuf,common.txt,.php,14,939
ASP.NET,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,33,0
